id,title,category,word_count,content_clean
cnt_0199,Backup de Compute e Block Volumes,Cloud,15,backup comput block volum snapshot backup agend estratég recuper desastr
cnt_0200,Políticas de IAM avançadas,Cloud,14,polít iam avanç escrev polici cond compart least privileg oci
cnt_0201,Deploy de modelos de ML na nuvem,Cloud,17,deploy model nuv hosped serv model trein comput object storag
cnt_0202,Redes privadas e service gateway,Cloud,16,red priv serv gateway acess serviç oracl pass internet públic serv gateway
cnt_0203,Alta disponibilidade em cloud,Cloud,14,alt disponibil cloud distribu recurs avail domain fault domain
cnt_0204,Otimização de custos OCI,Cloud,15,otimiz cust oci rightsiz schedul shutdown escolh shap econom nuv
cnt_0205,Logging centralizado na OCI,Cloud,15,log centr oci colet analis log aplic infraestrut oci log
cnt_0206,Infraestrutura imutável,Cloud,13,infraestrut imut conceit infraestrut imut aplic inst contain nuv
cnt_0207,Machine Learning com Scikit-learn,Data Science,18,machin learn scikit classific regress scikit cri pipelin trein avali model
cnt_0208,Análise de dados com Pandas,Data Science,18,anális dad pand manipul limp transform dad tabul bibliotec pand python
cnt_0209,Introdução a TF-IDF,Data Science,17,introduç idf func idf aplic classific text busc nlp
cnt_0210,Modelos de classificação,Data Science,16,model classific logist regress random forest svm métr avali problem classific
cnt_0211,Pré-processamento de texto para NLP,Data Science,17,pré process text nlp limp token remoç stopword stem lemmat projet nlp
cnt_0212,Métricas de avaliação de modelos,Data Science,17,métr avali model accuraci precis recal scor matriz confus us cad
cnt_0213,Pipeline de Machine Learning,Data Science,15,pipelin machin learn cri pipelin complet scikit pré process model avali
cnt_0214,Overfitting e Underfitting,Data Science,14,overfit underfit entend problem gener model técn regular
cnt_0215,Feature Engineering básico,Data Science,17,featur engin básic cri seleç featur melhor perform model machin learn
cnt_0216,Validação cruzada,Data Science,15,valid cruz fold cros valid usá avali model form robust
cnt_0217,Classificação de textos com Python,Data Science,17,classific text python text brut model idf logist regress categor document
cnt_0218,Visualização de dados com Seaborn,Data Science,15,visual dad seaborn cri gráf estatís anális exploratór matplotlib seaborn
cnt_0219,Serialização de modelos com joblib,Data Science,18,serial model joblib salv carreg model trein machin learn joblib pickl
cnt_0220,Tratamento de dados desbalanceados,Data Science,13,trat dad desbalance técn clas weight smot undersampl dataset desbalance
cnt_0221,Introdução a NLP,Data Science,12,introduç nlp conceit fundament process lingu natur bag word
cnt_0222,Regressão logística explicada,Data Science,18,regress logís explic func regress logís interpret coefici uso classific binár multicl
cnt_0223,TF-IDF na prática,Data Science,13,idf prát implement idf scikit represent text trein classific
cnt_0224,Matriz de confusão detalhada,Data Science,18,matriz confus detalh interpret tru posit fals posit precis recal part matriz confus
cnt_0225,Balanceamento de classes,Data Science,13,balance cl clas weight oversampl undersampl problem classific desbalance
cnt_0226,Cross-validation na prática,Data Science,13,cros valid prát aplic fold stratifiedkfold avali model form confi
cnt_0227,Pipeline do scikit-learn,Data Science,14,pipelin scikit encapsul vector classific pipelin trein deploy
cnt_0228,Feature importance,Data Science,13,featur import entend quai palavr featur influenc pred model
cnt_0229,Limpeza de dados textuais,Data Science,14,limp dad text normal remoç stopword pontu ruíd text técn
cnt_0230,Métricas para classificação multiclasse,Data Science,17,métr classific multicl macr weight micr diferenç us cad
cnt_0231,Overfitting em modelos de texto,Data Science,15,overfit model text detect evit overfit classific base idf
cnt_0232,Joblib vs Pickle,Data Science,13,joblib pickl serializ model machin learn form efici joblib
cnt_0233,Análise exploratória de textos,Data Science,15,anális exploratór text word cloud frequ term distribu tamanh document
cnt_0234,Train test split estratificado,Data Science,15,train test split estratific import parâmetr stratifi mant proporç cl split
cnt_0235,Classificação de documentos técnicos,Data Science,15,classific document técn constru classific categor técn idf logist regress
cnt_0236,Extração de palavras-chave,Data Science,14,extr palavr chav técn simpl keyword extract idf sc import
cnt_0237,Pré-processamento bilíngue,Data Science,13,pré process bilíng trat text portugu ingl pipelin nlp
cnt_0238,Avaliação qualitativa do modelo,Data Science,13,avali qualit model além métr analis err exempl mal classific
cnt_0239,N-grams em NLP,Data Science,12,gr nlp unigram bigram tfidfvector captur context
cnt_0240,Baseline models,Data Science,12,baselin model import cri model baselin simpl ant soluç complex
cnt_0241,Reproducibilidade em DS,Data Science,12,reproducibil fix random stat version dad model exper reproduz
cnt_0242,Seleção de modelos de classificação,Data Science,18,seleç model classific compar logist regress svm random forest naiv bay problem text
cnt_0243,Curva ROC e AUC,Data Science,15,curv roc auc avali classific bin curv roc áre sob curv
cnt_0244,Grid Search e hyperparameter tuning,Data Science,13,grid search hyperparamet tune otimiz hiperparâmetr gridsearchcv randomizedsearchcv scikit
cnt_0245,Vetorização de texto além do TF-IDF,Data Science,16,vetor text além idf bag word idf introduç embed classific text
cnt_0246,Pipeline de inferência em produção,Data Science,17,pipelin infer produç text brut pred limp vetor model seri api
cnt_0247,Erros de classificação e análise de casos,Data Science,17,err classific anális cas analis fals posi fals nega melhor model
cnt_0248,Stopwords personalizadas,Data Science,12,stopword person cri list stopword específ domíni técn bilíng
cnt_0249,Stratified sampling,Data Science,14,stratifi sampl garant representat cl amostr split trein test
cnt_0250,Métricas de negócio vs métricas técnicas,Data Science,19,métr negóci métr técn alinh accuraci impact real soluç usu
cnt_0251,Versionamento de datasets e modelos,Data Science,17,version dataset model boa prát version dad trein artefat machin learn
cnt_0252,Explicabilidade simples de modelos,Data Science,15,explic simpl model inspecion coefici regress logís palavr import cl
cnt_0253,Detecção de idioma,Data Science,15,detecç idiom identific text portugu ingl ant process
cnt_0254,Data leakage em NLP,Data Science,16,dat leakag nlp evit vaz inform trein test pipelin text
cnt_0255,Avaliação com cross-validation estratificada,Data Science,13,avali cros valid estratific stratifiedkfold métr confi dataset desbalance
cnt_0256,Serialização completa do pipeline,Data Science,15,serial complet pipelin salv vector model metad junt joblib deploy
cnt_0257,Baseline com DummyClassifier,Data Science,14,baselin dummyclassifi cri baselin ingênu sab model real aprend
cnt_0258,Limpeza de ruído em textos técnicos,Data Science,16,limp ruíd text técn remov códig log trech irrelev document tutor
cnt_0259,Aumento de dados textuais,Data Science,15,aument dad text técn simpl dat augment text sinôn back translat parafras
cnt_0260,Monitoramento de modelos em produção,Data Science,17,monitor model produç acompanh drift dad qued perform classific produç
cnt_0261,Documentação de experimentos de DS,Data Science,18,document exper registr hipótes métr decis notebook relatóri ciênc dad
cnt_0262,ETL com Python,Data Engineering,16,etl python cri pipelin extr transform carg dad python pand
cnt_0263,Apache Airflow basics,Data Engineering,15,apach airflow basic orquestr pipelin dad apach airflow dag oper schedul
cnt_0264,Introdução ao Apache Spark,Data Engineering,15,introduç apach spark process distribu grand volum dad spark pyspark
cnt_0265,Data Lakes vs Data Warehouses,Data Engineering,18,dat lak dat warehous diferenç dat lak dat warehous lakehous arquitet dad modern
cnt_0266,Batch vs Streaming,Data Engineering,16,batch stream process lot versu process temp real kafk spark stream
cnt_0267,Construindo um pipeline de dados,Data Engineering,15,constru pipelin dad arquitet pipelin complet ingest transform qual carg
cnt_0268,dbt para transformação de dados,Data Engineering,16,dbt transform dad dbt dat build tool transform sql version test
cnt_0269,Qualidade de dados,Data Engineering,15,qual dad valid test qual monitor dad pipelin engenh
cnt_0270,Ingestão de dados com Python,Data Engineering,17,ingest dad python lend dad api csv banc relac grav destin divers
cnt_0271,Particionamento e performance,Data Engineering,14,particion perform técn particion dad melhor perform dat lak
cnt_0272,Apache Kafka fundamentos,Data Engineering,15,apach kafk fundament mensag stream event apach kafk tópic produc consum
